timestamp_ms,pid,scheduling_delay_ms,service_time_ms,total_latency_ms
6542951.67,24163,2.278,4.049,6.327
6542992.82,24161,0.226,12.745,12.971
6543007.3,24162,0.171,4.527,4.697
6543063.18,24163,4.078,17.991,22.069
6543187.21,24161,0.176,9.194,9.37
6543189.68,24162,0.109,12.216,12.325
6543242.66,24163,0.166,12.491,12.658
6543317.34,24161,0.868,15.062,15.93
6543329.23,24162,2.175,18.053,20.228
6543340.36,24163,0.078,13.148,13.226
6543375.11,24162,0.128,4.147,4.274
6543488.21,24161,0.152,16.89,17.042
6543495.1,24163,1.527,12.987,14.513
6543544.49,24162,0.482,7.9,8.382
6543581.57,24161,0.103,13.386,13.488
6543584.37,24163,1.041,6.235,7.275
6543666.72,24162,0.161,7.967,8.128
6543703.28,24161,0.134,8.052,8.186
6543706.92,24163,0.085,4.063,4.148
6543716.56,24162,1.321,8.118,9.439
6543756.82,24161,4.057,6.714,10.771
6543772.32,24163,0.979,17.04,18.019
6543774.24,24162,0.068,5.33,5.398
6543794.04,24161,1.179,5.937,7.116
6543804.06,24162,0.087,9.933,10.019
6543805.37,24163,0.075,13.244,13.32
6543824.96,24161,1.828,6.802,8.629
6543840.29,24163,0.076,4.22,4.296
6543842.44,24162,0.136,9.816,9.952
6543917.4,24161,2.471,10.288,12.759
6543938.48,24163,0.086,10.927,11.013
6543944.43,24162,0.225,11.657,11.882
6543953.14,24163,0.063,12.545,12.608
6543956.08,24161,0.174,17.353,17.527
6543965.73,24162,0.083,17.611,17.694
6544009.67,24163,6.16,21.535,27.695
6544010.59,24161,0.127,19.026,19.153
6544055.69,24163,1.659,15.946,17.605
6544057.29,24162,0.156,22.139,22.295
6544087.48,24161,2.053,18.327,20.38
6544100.78,24162,1.073,23.629,24.702
6544100.95,24163,0.075,21.98,22.054
6544131.36,24161,0.217,20.186,20.403
6544152.25,24162,2.108,16.043,18.151
6544178.17,24163,0.134,16.353,16.488
6544199.81,24162,0.098,16.888,16.986
6544201.32,24161,0.422,22.119,22.542
6544207.22,24163,2.127,20.115,22.243
6544222.63,24161,11.39,21.174,32.565
6544233.33,24162,0.089,24.169,24.257
6544243.36,24163,0.099,21.199,21.298
6544244.58,24161,2.278,19.476,21.754
6544257.76,24162,2.54,24.267,26.808
6544264.37,24161,7.64,19.655,27.295
6544268.55,24163,9.551,25.097,34.648
6544281.6,24162,20.396,21.92,42.316
6544359.06,24161,2.918,14.844,17.762
6544369.07,24163,1.934,22.329,24.264
6544371.37,24162,3.06,20.397,23.457
6544376.41,24161,8.262,17.211,25.472
6544388.26,24163,16.239,19.077,35.316
6544388.83,24162,14.224,17.378,31.602
6544421.04,24161,3.48,13.914,17.394
6544423.24,24163,2.075,17.109,19.184
6544425.35,24162,3.857,14.254,18.111
6544445.08,24163,0.063,4.117,4.179
6544447.45,24161,0.096,9.43,9.526
6544454.95,24162,0.062,4.128,4.19
6544474.61,24163,0.084,6.019,6.103
6544481.37,24161,0.081,4.205,4.286
6544534.77,24162,2.052,12.665,14.717
6544543.5,24163,0.069,11.042,11.111
6544552.61,24161,0.086,14.609,14.694
6544555.56,24162,0.075,6.436,6.511
6544557.43,24163,0.068,4.686,4.755
