timestamp_ms,pid,scheduling_delay_ms,service_time_ms,total_latency_ms
3966941.73,17720,1.885,9.665,11.55
3967004.67,17721,0.995,11.149,12.144
3967113.93,17722,0.441,7.962,8.403
3967147.07,17720,0.724,4.215,4.939
3967177.36,17721,0.352,4.573,4.925
3967192.27,17722,0.136,4.242,4.378
3967198.78,17720,0.105,3.893,3.998
3967213.31,17721,0.114,4.911,5.025
3967297.08,17722,0.129,7.62,7.749
3967363.35,17720,1.683,4.665,6.348
3967532.04,17721,0.484,12.392,12.876
3967551.25,17722,0.735,13.507,14.242
3967557.6,17720,0.459,18.431,18.889
3967608.46,17721,0.683,10.44,11.123
3967632.59,17722,0.199,4.734,4.933
3967693.55,17720,0.156,7.263,7.418
3967719.58,17721,0.26,5.174,5.434
3967740.68,17722,0.157,9.16,9.316
3967776.06,17720,0.34,12.538,12.877
3967804.41,17721,0.16,13.899,14.059
3967836.06,17722,0.206,7.168,7.374
3967877.05,17720,0.571,5.094,5.665
3967908.3,17721,0.163,5.939,6.102
3968014.2,17722,0.571,18.486,19.057
3968046.62,17720,0.178,15.663,15.84
3968058.23,17721,0.499,21.769,22.268
3968080.94,17722,0.141,12.427,12.568
3968081.81,17720,0.112,11.992,12.104
3968122.41,17721,0.162,14.103,14.266
3968213.13,17722,0.168,9.675,9.843
3968260.02,17720,1.13,4.487,5.617
3968368.15,17721,0.193,6.33,6.523
3968416.77,17722,0.161,7.847,8.008
3968430.12,17720,0.128,5.036,5.164
3968523.05,17721,0.142,7.209,7.352
3968561.76,17722,1.722,6.077,7.798
3968728.58,17720,1.106,10.745,11.851
3968766.89,17721,0.281,8.379,8.659
3968768.94,17722,3.764,5.108,8.871
3968892.51,17720,3.054,16.336,19.389
3968907.37,17721,0.232,17.427,17.659
3968946.68,17720,2.722,5.715,8.437
3969015.43,17722,0.575,13.866,14.441
3969019.36,17721,0.307,17.644,17.951
3969056.78,17720,0.185,5.358,5.543
3969072.18,17722,0.565,5.897,6.462
3969177.93,17721,0.341,5.834,6.175
3969258.29,17720,0.577,7.177,7.754
3969274.67,17722,0.199,4.067,4.266
3969307.26,17721,0.44,4.046,4.486
3969336.19,17720,0.429,4.785,5.215
3969363.57,17722,0.19,5.947,6.137
3969428.72,17721,0.32,6.803,7.123
3969436.92,17720,0.199,4.041,4.24
3969496.42,17722,0.522,9.568,10.09
3969573.79,17721,0.301,10.036,10.337
3969579.82,17720,0.569,9.833,10.402
3969714.3,17722,4.137,9.138,13.275
3969781.89,17721,0.621,10.683,11.304
3969811.24,17720,1.207,11.081,12.288
3969812.0,17722,0.105,8.547,8.652
3969817.9,17721,0.116,4.091,4.207
3969862.88,17720,0.315,9.027,9.342
3969898.03,17722,0.264,4.647,4.911
3969916.71,17721,0.578,7.807,8.385
3969961.39,17720,0.419,7.876,8.295
3970064.88,17722,0.156,4.617,4.772
3970085.21,17721,0.19,5.038,5.227
3970172.98,17720,0.44,5.747,6.187
3970179.49,17722,0.115,7.859,7.974
3970193.18,17721,0.223,6.163,6.385
3970203.3,17720,0.236,8.215,8.451
3970210.56,17722,0.188,6.049,6.237
3970285.61,17721,0.218,7.562,7.78
3970324.23,17720,0.196,9.317,9.513
3970341.79,17722,0.608,8.409,9.017
3970346.54,17721,0.251,7.158,7.409
3970454.23,17720,0.427,8.133,8.56
3970610.57,17722,1.589,10.36,11.949
3970618.9,17721,0.295,10.458,10.752
3970619.87,17720,0.421,8.624,9.045
3970623.97,17722,0.249,4.689,4.938
3970744.48,17720,0.484,5.185,5.669
3970959.54,17721,0.309,7.778,8.087
3971054.89,17722,0.218,4.198,4.416
3971095.13,17720,0.348,9.263,9.611
3971307.59,17722,0.197,5.365,5.562
3971308.74,17721,0.241,8.813,9.053
3971360.97,17720,0.203,6.998,7.201
3971379.99,17722,0.118,4.425,4.543
3971537.3,17721,0.675,10.869,11.544
3971557.58,17720,0.298,9.223,9.521
3971586.31,17722,0.266,4.703,4.969
3971769.2,17721,0.433,7.579,8.012
3971802.73,17722,1.357,12.449,13.806
3971802.83,17720,0.562,12.967,13.529
3971887.76,17721,0.196,7.665,7.861
3971989.39,17722,0.17,6.546,6.716
3971999.88,17720,0.152,6.319,6.471
3972073.7,17721,0.203,5.75,5.953
3972077.35,17722,0.129,4.407,4.536
3972173.04,17721,0.347,7.15,7.497
3972176.1,17720,0.167,7.263,7.43
3972212.92,17722,0.177,4.462,4.639
3972233.98,17721,0.211,6.485,6.696
3972273.03,17720,0.618,5.416,6.034
3972277.89,17722,0.076,4.489,4.566
3972284.9,17721,0.128,6.322,6.451
3972308.4,17720,0.149,6.297,6.446
3972336.72,17722,0.796,8.971,9.767
3972357.2,17721,0.122,4.271,4.393
3972392.6,17720,0.246,8.363,8.609
3972395.19,17722,0.198,7.937,8.135
3972421.51,17721,0.631,10.097,10.728
3972446.61,17720,0.109,4.341,4.45
3972470.35,17722,0.287,8.992,9.279
3972473.93,17721,0.211,7.903,8.114
3972497.38,17720,0.555,10.449,11.005
3972501.08,17722,0.381,10.256,10.637
3972521.88,17721,0.105,8.847,8.952
3972524.34,17720,0.094,4.3,4.394
3972545.19,17722,0.106,4.009,4.115
3972556.88,17721,0.292,5.892,6.184
3972568.13,17720,0.194,7.599,7.792
3972571.92,17722,0.173,10.28,10.453
3972572.23,17721,0.087,8.878,8.965
3972586.68,17720,0.195,7.641,7.836
3972592.25,17722,0.369,5.283,5.652
3972613.85,17721,0.513,3.985,4.499
3972629.19,17720,0.23,5.483,5.712
3972633.56,17722,0.178,4.353,4.531
3972638.63,17720,0.188,6.368,6.556
3972640.82,17721,0.073,4.906,4.98
3972681.56,17722,0.146,8.302,8.448
3972684.16,17720,0.104,5.998,6.102
3972694.74,17721,0.188,4.191,4.379
3972721.45,17722,0.352,7.548,7.9
3972748.84,17720,0.549,4.249,4.798
3972759.58,17721,0.152,4.297,4.449
3972778.23,17722,0.264,6.874,7.138
3972781.34,17720,0.089,5.688,5.777
3972812.81,17721,0.462,9.335,9.797
3972836.22,17722,0.131,4.014,4.145
3972879.43,17720,0.362,9.486,9.848
3972886.46,17721,0.526,6.594,7.12
3972916.31,17722,0.224,7.986,8.21
3972919.3,17720,1.065,5.153,6.218
3972949.41,17721,0.217,6.456,6.673
3972952.08,17722,0.141,5.381,5.522
3972958.86,17720,0.242,6.112,6.354
3973013.14,17721,0.561,6.751,7.312
3973022.96,17722,0.368,7.589,7.957
3973030.08,17720,1.064,8.415,9.479
3973055.81,17722,0.117,12.135,12.252
3973056.36,17721,0.186,13.627,13.813
3973059.18,17720,0.108,7.577,7.686
3973115.38,17722,0.187,6.652,6.839
3973168.07,17721,0.664,8.215,8.879
3973170.33,17720,0.145,9.867,10.012
3973179.69,17722,0.136,8.308,8.444
3973181.75,17721,0.07,7.72,7.79
3973185.46,17720,1.267,9.033,10.3
3973224.5,17722,0.295,10.861,11.157
3973260.56,17721,0.863,14.793,15.656
3973265.24,17720,0.157,15.944,16.102
3973269.36,17722,1.965,10.222,12.186
3973275.33,17721,0.113,14.402,14.516
3973277.12,17720,3.709,11.652,15.36
3973287.94,17722,0.139,4.627,4.766
3973297.34,17721,0.172,4.171,4.343
3973323.11,17720,0.226,4.249,4.475
3973324.16,17722,0.105,4.261,4.366
3973343.32,17721,0.192,4.841,5.034
3973348.65,17720,0.109,4.073,4.182
3973355.32,17722,0.189,3.868,4.057
3973392.69,17721,0.448,10.789,11.238
3973396.0,17720,0.24,9.384,9.624
3973408.85,17722,0.2,10.609,10.808
3973409.32,17721,0.614,4.584,5.198
3973417.08,17720,0.227,4.093,4.32
3973424.02,17722,0.085,4.264,4.349
3973475.98,17721,0.855,10.407,11.263
3973478.74,17720,0.222,8.956,9.179
3973509.08,17722,0.146,6.506,6.652
3973515.47,17721,0.891,10.313,11.204
3973516.39,17720,0.095,6.865,6.96
3973540.82,17722,0.115,4.424,4.54
3973544.48,17721,0.124,4.059,4.183
3973546.53,17720,0.095,4.361,4.455
3973553.35,17722,0.103,3.992,4.095
3973566.66,17721,0.222,4.396,4.617
3973577.9,17720,0.162,5.577,5.739
3973590.85,17722,0.287,4.026,4.313
3973612.59,17721,0.324,4.721,5.045
3973615.9,17720,0.164,4.676,4.84
3973617.09,17722,1.456,4.355,5.81
3973626.38,17721,0.269,4.239,4.509
3973649.73,17720,0.387,8.792,9.179
3973664.07,17722,1.832,11.731,13.563
3973666.84,17720,1.552,8.737,10.289
3973667.0,17721,0.118,10.129,10.247
3973689.05,17722,0.232,5.013,5.245
3973733.04,17721,0.635,9.739,10.374
3973745.51,17720,0.247,12.193,12.44
3973763.31,17722,0.357,4.397,4.754
3973783.89,17720,0.118,4.154,4.272
3973784.46,17721,0.275,4.92,5.196
3973789.49,17722,0.232,4.697,4.929
3973799.67,17720,0.302,3.979,4.281
3973829.88,17721,0.192,4.79,4.981
3973852.31,17722,0.168,4.524,4.692
3973865.57,17720,0.296,6.992,7.288
3973867.24,17721,0.176,6.621,6.797
3973875.38,17722,0.142,6.418,6.559
3973895.47,17720,0.367,9.925,10.293
3973915.18,17721,0.158,4.544,4.702
3973940.16,17722,0.23,6.442,6.673
3973952.66,17720,0.386,7.931,8.317
3973973.24,17721,0.333,7.535,7.868
3974002.39,17722,1.037,5.976,7.013
3974012.2,17720,0.239,4.12,4.36
3974018.36,17721,0.186,4.125,4.311
3974022.89,17722,0.108,4.203,4.311
3974054.07,17720,0.298,10.444,10.743
3974062.71,17721,0.14,12.196,12.336
3974074.42,17722,0.11,4.171,4.282
3974092.33,17721,0.076,8.857,8.933
3974095.05,17720,0.093,11.668,11.761
3974107.21,17721,0.143,6.326,6.468
3974109.5,17722,0.078,9.458,9.536
3974124.71,17720,0.095,4.205,4.299
3974143.41,17721,0.154,8.101,8.254
3974146.84,17722,0.425,5.075,5.5
3974158.23,17720,0.891,7.526,8.416
3974168.46,17721,1.372,8.316,9.688
3974176.96,17722,0.102,7.632,7.734
3974194.35,17720,0.255,4.129,4.384
3974211.2,17721,0.25,4.791,5.041
3974234.34,17722,0.237,10.971,11.208
3974235.87,17721,0.153,5.678,5.831
3974237.89,17720,0.19,8.338,8.528
3974265.8,17722,0.205,4.221,4.425
3974286.67,17721,0.141,6.786,6.927
3974292.04,17720,0.441,5.202,5.643
3974302.64,17721,0.118,5.966,6.084
3974364.92,17722,0.268,9.479,9.747
3974370.18,17720,0.258,7.709,7.967
3974456.42,17721,0.377,9.846,10.222
3974457.31,17722,0.228,9.08,9.308
3974501.95,17720,0.254,18.978,19.231
3974508.61,17721,0.17,16.461,16.63
3974508.78,17722,2.12,15.423,17.542
3974510.59,17720,7.016,8.382,15.398
3974678.93,17721,0.179,6.839,7.017
3974754.5,17722,0.245,7.338,7.583
3974773.49,17720,0.148,4.658,4.806
3974781.21,17721,0.102,4.231,4.333
3974787.89,17722,0.39,4.057,4.447
3974805.5,17720,0.359,8.142,8.502
3974817.23,17721,0.511,7.509,8.02
3974983.44,17722,0.242,5.184,5.426
3975065.39,17720,1.118,7.155,8.274
3975066.31,17721,1.587,4.161,5.748
3975087.4,17722,0.136,4.254,4.39
3975133.3,17720,0.165,6.94,7.104
3975145.54,17721,0.166,4.422,4.589
3975172.23,17722,0.81,4.655,5.466
3975248.52,17720,0.601,10.201,10.802
3975374.07,17721,0.294,6.877,7.171
3975382.5,17722,0.266,5.931,6.196
3975383.18,17720,0.135,4.8,4.935
3975399.89,17721,0.362,6.629,6.99
3975418.6,17722,0.198,4.013,4.211
3975487.78,17720,0.387,7.696,8.084
3975492.41,17721,0.778,7.888,8.666
3975503.27,17722,0.108,4.235,4.342
3975572.93,17720,0.449,9.828,10.277
3975623.94,17721,0.386,8.255,8.641
3975696.39,17722,0.258,8.001,8.258
3975789.19,17720,0.81,9.432,10.242
3975985.46,17721,2.163,6.319,8.482
3976022.45,17722,3.75,6.235,9.985
3976132.18,17720,0.179,5.282,5.461
3976150.16,17721,0.235,4.253,4.487
3976222.56,17722,0.136,4.186,4.323
3976236.47,17720,0.19,4.932,5.123
3976251.6,17721,0.13,5.289,5.419
3976278.07,17722,0.226,5.23,5.456
3976376.06,17720,0.624,7.231,7.855
3976389.81,17721,0.282,6.845,7.126
3976429.62,17722,0.138,6.281,6.418
3976431.91,17720,0.139,6.657,6.796
3976448.46,17721,0.269,4.132,4.402
3976454.64,17722,0.152,5.448,5.6
3976481.81,17720,0.858,10.475,11.333
3976512.11,17721,0.182,6.24,6.422
3976555.44,17722,0.392,9.943,10.335
3976618.25,17720,0.122,5.013,5.135
3976622.31,17721,1.762,4.292,6.055
3976634.63,17722,0.144,4.101,4.245
3976639.95,17720,0.103,4.338,4.441
3976684.04,17721,0.269,6.412,6.68
3976793.43,17722,0.164,6.892,7.055
3976798.88,17720,1.2,4.953,6.153
3976810.42,17721,0.218,5.262,5.479
3976817.23,17722,0.416,4.271,4.688
3976850.86,17720,0.528,12.097,12.625
3976890.62,17721,0.372,5.336,5.708
3976897.98,17722,0.308,4.116,4.424
3976905.31,17720,0.192,4.674,4.866
3976915.26,17721,0.486,6.402,6.888
3976919.1,17722,0.276,7.691,7.968
3976921.91,17720,0.113,4.553,4.667
3976944.6,17721,0.208,4.135,4.343
3976960.33,17722,0.265,5.004,5.269
3976961.98,17720,0.076,4.417,4.493
3977002.94,17721,0.357,8.683,9.04
3977054.87,17722,0.21,6.521,6.731
3977068.88,17720,0.124,5.676,5.801
3977069.52,17721,0.093,6.157,6.25
3977083.33,17722,0.181,4.347,4.528
3977101.86,17720,0.13,4.465,4.595
3977115.45,17721,0.128,4.489,4.617
3977133.4,17722,0.087,4.513,4.6
3977150.89,17720,0.108,4.343,4.451
3977153.48,17721,0.076,5.99,6.066
3977157.52,17722,0.398,3.946,4.344
3977190.49,17720,0.207,7.015,7.222
3977196.38,17721,0.302,5.261,5.564
3977213.51,17722,1.751,4.275,6.026
3977216.37,17720,0.177,5.015,5.192
3977236.55,17721,0.159,4.436,4.595
3977259.38,17722,0.601,8.982,9.583
3977335.16,17720,0.455,8.259,8.715
3977335.94,17721,0.135,7.597,7.732
3977347.85,17722,0.277,7.873,8.149
3977353.12,17720,0.196,6.921,7.117
3977370.12,17721,0.109,4.93,5.039
3977377.6,17722,0.141,4.469,4.61
3977397.71,17720,0.233,5.276,5.509
3977405.06,17721,0.126,4.405,4.532
3977409.87,17722,0.099,4.361,4.46
3977420.77,17720,0.225,6.657,6.882
3977432.94,17721,0.388,7.906,8.294
3977438.92,17722,0.161,8.635,8.796
3977457.69,17720,0.091,3.939,4.03
3977462.68,17721,0.105,4.537,4.642
3977497.34,17722,0.795,6.843,7.638
3977507.35,17720,0.245,6.409,6.654
3977539.45,17721,0.161,9.787,9.948
3977558.62,17722,0.219,8.11,8.329
3977591.82,17720,0.543,9.64,10.183
3977615.53,17721,0.449,10.34,10.789
3977616.23,17722,0.36,9.424,9.784
3977637.1,17720,0.461,6.62,7.081
3977652.08,17721,0.364,5.162,5.526
3977696.88,17722,0.274,5.275,5.549
3977773.92,17720,0.401,9.276,9.678
3977781.67,17721,0.266,6.673,6.939
3977789.78,17722,0.204,6.323,6.527
3977828.29,17720,0.116,4.065,4.181
3977832.55,17721,0.092,6.619,6.711
3977835.02,17722,0.115,4.814,4.928
3977850.51,17720,0.292,5.976,6.268
3977868.44,17721,0.536,8.172,8.708
3977882.5,17722,0.23,8.756,8.986
3977888.16,17720,0.099,4.347,4.446
3977905.08,17722,0.068,4.12,4.189
3977905.68,17721,0.127,5.197,5.323
3977918.78,17720,0.106,4.058,4.164
3977922.53,17722,0.116,4.156,4.272
3977986.87,17721,0.286,9.333,9.618
3978010.44,17720,0.287,4.303,4.59
3978029.59,17722,0.179,8.929,9.107
3978033.45,17721,0.154,9.072,9.226
3978055.81,17720,0.228,7.723,7.951
3978083.72,17722,0.152,5.471,5.623
3978137.27,17721,1.165,4.071,5.236
3978153.14,17720,0.51,4.207,4.716
3978170.23,17722,0.175,5.243,5.418
3978185.17,17721,0.201,5.581,5.782
3978231.6,17720,1.113,8.752,9.865
3978235.67,17722,1.04,11.223,12.263
3978239.06,17721,0.163,6.675,6.838
3978281.03,17720,0.165,4.331,4.495
3978288.82,17722,0.117,4.011,4.128
3978296.13,17721,0.231,4.609,4.841
3978324.84,17720,0.133,4.324,4.457
3978330.08,17722,0.099,4.173,4.273
3978332.83,17721,0.105,4.696,4.8
3978362.49,17720,0.255,6.803,7.057
3978378.87,17722,0.575,8.612,9.187
3978385.07,17721,0.206,6.476,6.682
3978385.79,17722,0.138,6.231,6.369
3978398.36,17720,0.116,4.32,4.435
3978403.25,17721,0.077,3.975,4.052
3978410.67,17722,3.705,7.266,10.972
3978421.17,17720,0.1,4.295,4.396
3978427.83,17721,0.121,3.998,4.119
3978452.57,17722,0.247,7.923,8.17
3978474.03,17720,0.662,9.457,10.119
3978501.57,17721,0.115,4.485,4.599
3978506.4,17722,0.274,4.198,4.472
3978514.49,17720,0.555,4.311,4.866
3978534.11,17721,0.51,8.301,8.811
