timestamp_ms,pid,cpu_burst_ms,ground_truth
11048681.08,27255,6.4575,LC
11048703.32,27254,4.06,LC
11048708.9,27257,25.2045,BG
11048741.92,27256,10.0358,LC
11048754.91,27255,7.9678,LC
11048760.54,27254,6.6947,LC
11048764.38,27256,6.2332,LC
11048773.26,27255,4.4281,LC
11048787.94,27257,27.4542,BG
11048794.43,27254,4.0742,LC
11048805.53,27256,4.1284,LC
11048816.46,27255,5.2557,LC
11048845.79,27254,10.3775,LC
11048851.75,27256,4.9216,LC
11048863.02,27255,5.271,LC
11048866.5,27257,28.2074,BG
11048951.33,27257,34.6105,BG
11048953.29,27254,4.2102,LC
11048982.34,27255,10.4841,LC
11048984.96,27254,6.5114,LC
11048987.0,27256,13.0276,LC
11048987.11,27256,5.1949,LC
11049007.16,27255,8.567,LC
11049008.02,27254,8.6178,LC
11049028.52,27257,26.1946,BG
11049039.69,27256,4.1737,LC
11049080.56,27255,8.9931,LC
11049107.57,27257,27.3031,BG
11049112.88,27254,4.2476,LC
11049128.23,27256,7.0164,LC
11049167.21,27255,9.869,LC
11049178.99,27254,5.4865,LC
11049198.43,27257,38.5956,BG
11049212.77,27256,7.6797,LC
11049219.07,27255,6.8093,LC
11049256.08,27256,4.4102,LC
11049274.11,27257,24.7373,BG
11049276.8,27254,4.417,LC
11049279.27,27255,3.9815,LC
11049297.24,27256,5.6991,LC
11049301.34,27254,4.9111,LC
11049332.68,27255,11.1348,LC
11049342.43,27256,7.0156,LC
11049356.32,27254,4.0313,LC
11049361.35,27257,37.2169,BG
11049363.59,27255,4.065,LC
11049405.81,27256,9.176,LC
11049410.44,27254,9.4172,LC
11049412.47,27255,9.4826,LC
11049420.84,27256,4.6561,LC
11049439.21,27257,26.83,BG
11049465.05,27254,8.8903,LC
11049475.33,27255,6.6682,LC
11049520.75,27256,4.227,LC
11049522.72,27257,33.2946,BG
11049539.39,27254,6.5521,LC
11049541.21,27255,5.06,LC
11049546.38,27256,5.0181,LC
11049558.31,27254,6.4774,LC
11049589.36,27255,5.6156,LC
11049593.48,27256,4.2037,LC
11049606.54,27257,33.5541,BG
11049625.85,27254,4.5836,LC
11049667.75,27255,4.0539,LC
11049683.58,27257,26.8424,BG
11049699.83,27256,5.9722,LC
11049723.32,27254,8.7526,LC
11049751.55,27255,6.5028,LC
11049764.37,27257,29.7711,BG
11049791.23,27256,8.3175,LC
11049849.58,27257,34.8374,BG
11049905.3,27254,11.4874,LC
11049905.39,27255,9.4878,LC
11049929.52,27257,29.2161,BG
11049981.67,27256,11.7464,LC
11049986.03,27254,7.7328,LC
11049998.19,27255,5.0012,LC
11050007.76,27257,26.5869,BG
11050019.25,27256,5.0893,LC
11050030.72,27254,5.3671,LC
11050033.86,27255,4.9816,LC
11050045.94,27256,6.624,LC
11050064.95,27254,11.0356,LC
11050086.41,27257,28.0408,BG
11050110.19,27255,9.4226,LC
11050111.6,27256,7.8006,LC
11050135.05,27254,8.4808,LC
11050148.54,27255,6.5655,LC
11050166.91,27257,30.3382,BG
11050171.43,27256,3.9738,LC
11050176.71,27254,4.0589,LC
11050212.43,27255,10.3182,LC
11050238.58,27256,6.7087,LC
11050248.15,27254,4.5531,LC
11050250.8,27257,33.5735,BG
11050260.81,27255,5.0404,LC
11050287.19,27256,8.8377,LC
11050292.59,27255,6.5934,LC
11050292.68,27254,8.5584,LC
11050324.55,27257,23.4803,BG
11050334.86,27256,4.2791,LC
11050337.08,27255,4.1918,LC
11050345.65,27254,4.128,LC
11050374.18,27256,9.2926,LC
11050381.24,27254,11.6962,LC
11050383.18,27255,11.096,LC
11050383.3,27255,5.0617,LC
11050384.78,27256,10.0404,LC
11050396.36,27254,3.9303,LC
11050407.33,27257,25.8405,BG
11050432.91,27255,7.2164,LC
11050434.12,27256,7.2288,LC
11050445.9,27254,6.1372,LC
11050447.63,27255,5.9552,LC
11050485.56,27256,4.2427,LC
11050488.12,27257,30.4833,BG
11050532.65,27254,10.4423,LC
11050536.63,27255,9.3777,LC
11050564.47,27257,26.0065,BG
11050564.57,27254,7.5541,LC
11050564.86,27256,8.9072,LC
11050577.36,27255,4.1195,LC
11050605.44,27254,9.3301,LC
11050635.71,27256,8.84,LC
11050639.44,27255,8.9753,LC
11050653.33,27257,38.8201,BG
11050678.21,27254,4.0982,LC
11050700.08,27256,6.2801,LC
11050701.15,27255,6.2285,LC
11050718.1,27254,4.0934,LC
11050730.1,27257,26.3083,BG
11050758.01,27256,8.6229,LC
11050760.51,27255,9.7671,LC
11050763.16,27254,8.4854,LC
11050794.66,27256,7.4592,LC
11050814.19,27257,33.6103,BG
11050821.49,27255,4.1335,LC
11050866.47,27254,10.051,LC
11050875.58,27256,6.802,LC
11050890.5,27255,4.7838,LC
11050898.78,27257,34.2349,BG
11050907.23,27254,4.2582,LC
11050963.57,27256,6.6657,LC
11050974.46,27255,3.9915,LC
11050981.94,27256,6.6138,LC
