timestamp_ms,pid,scheduling_delay_ms,service_time_ms,total_latency_ms
4980682.0,19131,1.56,9.242,10.801
4980690.59,19132,1.322,8.163,9.485
4980729.56,19133,1.162,12.197,13.359
4980747.73,19131,0.209,8.482,8.691
4980821.19,19132,0.229,11.041,11.27
4980844.32,19133,1.563,8.185,9.748
4980995.96,19131,0.169,5.288,5.457
4981033.46,19132,0.296,6.082,6.378
4981159.25,19133,0.14,4.143,4.283
4981164.12,19131,0.085,4.1,4.186
4981179.16,19132,0.09,8.022,8.112
4981239.69,19133,0.202,4.086,4.288
4981246.32,19131,0.084,4.114,4.199
4981359.22,19132,0.106,6.045,6.151
4981505.84,19133,0.145,7.054,7.198
4981537.98,19131,0.111,5.136,5.247
4981663.43,19132,0.139,3.973,4.112
4981697.14,19133,0.142,7.014,7.155
4981788.99,19131,0.182,8.138,8.32
4981814.43,19132,0.094,4.196,4.29
4981852.24,19133,0.097,6.073,6.17
4981888.46,19131,0.096,8.107,8.203
4981891.76,19132,1.224,5.66,6.885
4981902.96,19133,0.125,4.037,4.162
4981953.69,19131,0.084,9.615,9.699
4981964.1,19132,3.05,8.005,11.055
4981986.55,19133,0.097,8.045,8.142
4982015.69,19132,0.056,4.04,4.097
4982016.18,19131,0.08,7.545,7.625
4982049.24,19133,0.093,4.099,4.191
4982272.27,19132,0.157,3.963,4.12
4982321.33,19131,0.15,4.962,5.112
4982346.23,19133,0.109,4.371,4.48
4982351.7,19132,0.083,4.0,4.084
4982407.36,19131,0.101,4.19,4.291
4982415.42,19133,0.091,8.139,8.23
4982565.22,19132,2.07,8.054,10.124
4982804.1,19131,0.16,8.124,8.284
4982804.49,19133,0.112,5.978,6.09
4982874.37,19132,0.113,7.186,7.299
4982899.74,19131,0.099,5.136,5.235
4982965.67,19133,0.667,11.57,12.237
4983020.8,19132,0.157,4.052,4.209
4983073.54,19131,0.104,7.545,7.649
4983123.87,19133,0.104,7.084,7.188
4983157.04,19132,0.097,10.904,11.001
4983159.35,19131,2.025,13.289,15.313
4983191.01,19133,0.095,3.926,4.021
4983204.28,19132,0.071,7.713,7.784
4983204.87,19131,0.089,5.41,5.499
4983236.57,19133,1.204,8.5,9.704
4983250.36,19132,0.085,9.232,9.318
4983260.21,19133,0.126,6.046,6.171
4983261.43,19131,0.074,11.18,11.254
4983262.31,19132,0.062,4.248,4.31
4983271.84,19133,0.116,6.991,7.107
4983272.88,19132,0.042,5.806,5.848
4983274.97,19131,0.488,13.438,13.926
4983277.0,19132,1.982,4.065,6.047
4983303.07,19133,1.488,10.004,11.492
4983315.04,19131,0.081,4.027,4.108
4983349.4,19132,0.079,4.044,4.123
4983390.5,19133,0.083,5.971,6.055
4983394.01,19131,0.064,6.019,6.083
4983425.85,19132,0.066,3.971,4.037
4983433.89,19133,0.075,3.996,4.071
4983466.26,19132,0.072,6.02,6.093
4983468.45,19131,0.084,8.981,9.065
4983472.12,19133,0.051,5.037,5.088
4983525.2,19132,0.144,4.757,4.901
4983529.61,19131,0.057,6.956,7.013
4983553.58,19132,0.051,10.484,10.534
4983553.64,19133,0.086,10.768,10.854
4983577.2,19131,0.082,12.036,12.117
4983578.32,19132,0.113,4.261,4.374
4983596.53,19133,0.145,4.189,4.335
4983603.36,19131,0.073,7.225,7.298
4983632.08,19133,2.355,3.998,6.354
4983649.21,19132,0.11,6.548,6.658
4983658.49,19131,0.075,8.366,8.441
4983661.66,19133,0.065,6.988,7.053
4983675.17,19132,0.089,6.019,6.107
4983682.87,19131,0.072,6.007,6.08
4983691.09,19133,0.083,8.033,8.115
4983742.03,19132,0.091,6.205,6.296
4983751.84,19131,0.074,4.404,4.479
4983765.74,19133,0.094,8.142,8.236
4983782.66,19132,1.185,4.016,5.202
4983787.46,19131,0.1,7.307,7.407
4983819.76,19133,0.085,4.22,4.306
4983910.29,19132,0.132,7.016,7.148
4983948.27,19131,0.801,4.176,4.977
4983962.38,19133,4.033,8.286,12.319
4983973.77,19132,0.083,7.64,7.723
4983979.27,19131,3.591,8.125,11.716
4984009.59,19133,0.078,4.02,4.098
4984022.22,19132,0.091,4.332,4.423
4984035.45,19131,0.167,10.106,10.273
4984048.69,19133,0.072,6.078,6.15
4984065.66,19132,0.086,4.071,4.158
4984081.84,19131,0.093,6.952,7.045
4984098.01,19133,0.078,4.137,4.215
4984121.34,19132,0.076,8.067,8.144
4984133.43,19131,0.06,8.326,8.386
4984174.62,19133,0.093,4.06,4.153
4984201.42,19132,0.142,6.137,6.279
4984207.38,19131,0.752,4.199,4.95
4984215.26,19133,2.223,9.184,11.406
4984227.11,19132,0.065,12.005,12.07
4984244.75,19133,3.25,4.151,7.401
4984249.58,19131,0.054,7.49,7.544
4984261.4,19132,0.181,4.131,4.312
4984314.23,19133,1.784,5.115,6.899
4984339.25,19131,0.992,4.044,5.037
4984344.97,19132,0.054,4.043,4.097
4984363.41,19133,0.086,3.992,4.078
4984366.07,19131,0.047,3.99,4.038
4984399.2,19133,0.08,4.068,4.148
4984430.72,19132,0.083,4.112,4.195
4984436.29,19131,0.058,6.085,6.142
4984450.05,19133,0.079,8.103,8.181
4984474.13,19132,1.609,5.051,6.66
4984493.26,19131,1.49,8.044,9.533
4984505.66,19133,0.085,11.131,11.216
4984552.51,19132,0.122,6.313,6.435
4984566.63,19133,0.095,8.25,8.345
4984567.1,19131,0.09,17.103,17.193
4984567.51,19132,0.118,7.117,7.236
4984600.95,19131,0.097,4.355,4.452
4984625.59,19132,2.049,8.399,10.448
4984644.45,19131,0.086,4.299,4.385
4984645.18,19133,0.119,6.666,6.785
4984671.26,19132,0.087,6.113,6.201
4984705.3,19131,0.809,8.188,8.997
4984757.32,19133,0.111,4.139,4.25
4984782.27,19132,0.159,10.019,10.178
4984785.75,19131,0.077,9.696,9.773
4984815.31,19133,0.113,6.122,6.235
4984831.06,19132,0.09,4.025,4.115
4984859.97,19131,0.091,4.024,4.115
4984872.25,19133,0.08,6.799,6.879
4984889.33,19132,0.07,8.21,8.281
4984898.17,19131,2.929,11.069,13.998
4984922.79,19132,0.095,4.088,4.182
4984929.43,19133,0.057,8.22,8.278
4984952.77,19131,0.078,5.322,5.401
4985021.2,19132,0.077,8.066,8.143
4985068.17,19133,0.123,3.972,4.095
4985099.28,19131,1.652,8.128,9.78
4985208.59,19132,0.103,4.003,4.106
4985219.23,19133,0.092,4.083,4.175
4985282.57,19131,0.129,5.418,5.547
4985382.46,19132,0.137,4.067,4.204
4985400.19,19133,1.017,8.065,9.082
4985437.14,19131,2.09,3.989,6.079
4985527.15,19133,0.958,3.997,4.955
4985534.38,19132,0.143,14.262,14.404
4985546.72,19131,0.199,8.497,8.696
4985575.02,19133,2.377,12.773,15.15
4985583.77,19132,0.11,4.175,4.285
4985596.19,19131,2.175,4.087,6.262
4985650.28,19133,0.151,4.04,4.19
4985702.15,19132,1.945,3.974,5.919
4985846.12,19131,0.183,4.024,4.207
4985850.31,19133,0.09,3.996,4.086
