timestamp_ms,pid,cpu_burst_ms,ground_truth
3043694.33,14486,55.1914,BG
3043700.85,14484,4.3619,LC
3043735.15,14485,7.4706,LC
3043770.79,14483,3.9012,LC
3043772.14,14484,4.4336,LC
3043794.1,14485,4.1199,LC
3043807.0,14486,61.8085,BG
3043863.37,14483,15.0712,LC
3043867.42,14484,11.3483,LC
3043868.18,14484,6.9957,LC
3043868.84,14485,8.2817,LC
3043887.89,14483,4.0972,LC
3043892.64,14484,4.347,LC
3043921.13,14486,50.1349,BG
3043931.6,14485,4.2737,LC
3043964.15,14483,7.4467,LC
3043964.41,14484,7.497,LC
3043990.08,14484,4.2185,LC
3043990.17,14485,4.682,LC
3044009.34,14483,3.895,LC
3044024.68,14486,53.333,BG
3044053.28,14485,6.2311,LC
3044053.35,14484,3.9291,LC
3044058.26,14485,4.4421,LC
3044082.03,14483,4.494,LC
3044110.63,14484,4.101,LC
3044123.47,14485,4.1875,LC
3044134.95,14483,3.8327,LC
3044150.56,14484,4.0255,LC
3044153.09,14486,78.3464,BG
3044207.88,14483,6.0096,LC
3044208.23,14485,9.2967,LC
3044240.77,14486,37.5919,BG
3044246.86,14485,5.047,LC
3044249.31,14484,8.3295,LC
3044287.33,14483,3.9413,LC
3044304.17,14485,4.0235,LC
3044310.4,14484,4.1745,LC
3044319.04,14486,27.4847,BG
3044325.19,14483,4.2257,LC
3044329.26,14485,5.4927,LC
3044351.8,14484,6.4207,LC
3044366.17,14483,5.1682,LC
3044374.41,14485,6.0075,LC
3044378.1,14484,5.0565,LC
3044390.54,14483,4.338,LC
3044405.1,14485,5.2555,LC
3044425.03,14486,43.8415,BG
3044426.22,14484,4.151,LC
3044433.8,14483,4.0226,LC
3044445.52,14485,4.159,LC
3044449.78,14484,4.4127,LC
3044470.56,14485,4.2579,LC
3044493.92,14483,4.9587,LC
3044500.56,14484,4.368,LC
3044501.73,14485,4.2745,LC
3044511.38,14486,36.313,BG
3044527.04,14483,4.0076,LC
3044535.41,14484,6.0196,LC
3044539.35,14485,4.1687,LC
3044588.54,14486,26.7311,BG
3044611.48,14484,6.9759,LC
3044630.59,14483,4.0949,LC
3044659.86,14485,4.1449,LC
3044662.22,14486,23.4458,BG
3044678.29,14484,8.1956,LC
3044680.08,14483,6.0002,LC
3044680.92,14485,3.949,LC
3044697.2,14483,4.0447,LC
3044711.32,14484,6.0615,LC
3044741.27,14486,28.1461,BG
3044751.71,14485,4.1615,LC
3044767.06,14483,4.0154,LC
3044769.42,14484,4.2349,LC
3044803.63,14485,4.1433,LC
3044810.15,14483,3.8472,LC
3044824.92,14486,31.6279,BG
3044840.59,14484,4.1364,LC
3044877.87,14485,5.083,LC
3044883.01,14483,3.9019,LC
3044890.39,14484,4.0914,LC
3044906.56,14486,31.3779,BG
3044920.63,14483,7.7885,LC
3044920.76,14485,8.5965,LC
3044942.99,14484,4.5066,LC
3044979.38,14485,4.253,LC
3044983.75,14483,10.2169,LC
3044983.81,14484,5.1937,LC
3044987.13,14486,30.4903,BG
3045037.41,14485,6.0752,LC
3045061.91,14484,4.2404,LC
3045115.22,14486,57.9264,BG
3045141.26,14483,4.159,LC
3045253.2,14486,87.7652,BG
3045269.41,14485,4.6041,LC
3045332.31,14486,28.9391,BG
3045408.84,14484,4.1965,LC
3045411.3,14486,28.5629,BG
3045484.63,14486,23.1199,BG
3045534.6,14483,4.0047,LC
3045536.78,14485,4.5821,LC
3045558.28,14486,23.496,BG
3045592.15,14484,4.3293,LC
3045601.89,14483,4.6905,LC
3045631.72,14486,23.3191,BG
3045632.55,14485,4.0651,LC
3045639.5,14484,4.1132,LC
3045662.63,14483,4.5535,LC
3045704.95,14486,23.0061,BG
3045782.98,14486,27.8726,BG
3045817.29,14485,6.3396,LC
3045859.65,14486,26.6088,BG
3045935.19,14486,25.0999,BG
