timestamp_ms,pid,scheduling_delay_ms,service_time_ms,total_latency_ms
2547291.94,13301,1.282,5.412,6.694
2547354.5,13300,0.518,16.474,16.992
2547368.62,13299,1.061,5.088,6.149
2547523.29,13301,0.313,8.615,8.928
2547814.78,13300,0.204,4.211,4.416
2547864.66,13299,0.208,8.824,9.032
2547877.32,13301,0.101,4.034,4.135
2547947.31,13300,0.139,4.376,4.515
2547954.72,13299,1.256,4.337,5.593
2548104.24,13301,0.221,5.145,5.367
2548146.33,13300,0.15,6.836,6.986
2548188.19,13299,0.801,3.853,4.654
2548327.22,13301,0.288,6.442,6.73
2548375.99,13300,0.122,6.652,6.773
2548413.25,13299,0.156,5.156,5.312
2548524.32,13301,1.039,8.04,9.08
2548541.64,13300,0.117,3.998,4.116
2548547.55,13299,0.113,3.917,4.03
2548645.89,13301,0.136,5.085,5.221
2548725.49,13300,0.214,4.332,4.547
2548805.48,13299,0.107,4.031,4.138
2548865.1,13301,0.131,4.013,4.144
2548894.6,13300,0.254,3.997,4.25
2548925.29,13299,0.761,8.135,8.895
2549027.16,13301,1.564,5.994,7.558
2549074.53,13300,0.273,7.237,7.51
2549078.05,13299,0.204,6.134,6.339
2549080.64,13301,1.066,5.856,6.922
2549104.08,13300,2.522,7.976,10.498
2549120.53,13299,0.101,4.091,4.192
2549165.71,13301,0.326,9.652,9.979
2549176.89,13300,0.65,12.893,13.542
2549179.04,13299,1.02,15.45,16.47
2549185.87,13301,0.109,4.146,4.256
2549194.3,13300,0.104,6.765,6.869
2549207.6,13299,0.344,4.009,4.353
2549220.35,13301,0.196,3.932,4.128
2549246.23,13300,0.293,6.56,6.854
2549255.72,13299,0.201,6.523,6.724
2549265.34,13301,1.143,8.083,9.226
2549288.05,13300,2.081,5.602,7.683
2549290.18,13299,1.722,4.386,6.109
2549320.3,13301,0.161,3.931,4.092
2549327.18,13300,0.111,4.652,4.763
2549329.51,13299,0.082,4.37,4.452
2549344.88,13300,0.096,4.263,4.359
2549372.23,13301,0.087,4.939,5.026
2549380.74,13299,0.076,4.141,4.218
2549389.41,13300,0.09,3.924,4.013
2549392.38,13301,0.068,3.992,4.06
