timestamp,cpu_util,runqueue
21:41:17.458184,0.0,2.18
21:41:17.559724,90.0,2.41
21:41:17.660120,86.36363636363636,2.41
21:41:17.760516,68.42105263157895,2.41
21:41:17.864555,68.18181818181819,2.41
21:41:17.964898,65.0,2.41
21:41:18.065311,88.88888888888889,2.41
21:41:18.165902,70.0,2.41
21:41:18.266380,76.19047619047619,2.41
21:41:18.367488,80.0,2.41
21:41:18.469548,85.0,2.41
21:41:18.569906,100.0,2.41
21:41:18.672598,90.0,2.41
21:41:18.772900,80.0,2.41
21:41:18.873241,60.0,2.41
21:41:18.973844,55.00000000000001,2.41
21:41:19.074270,85.0,2.41
21:41:19.177490,71.42857142857143,2.41
21:41:19.277839,75.0,2.41
21:41:19.378217,66.66666666666667,2.41
21:41:19.480498,78.94736842105263,2.41
21:41:19.581111,95.23809523809523,2.41
21:41:19.681650,100.0,2.41
21:41:19.782805,95.23809523809523,2.41
21:41:19.883699,63.1578947368421,2.41
21:41:19.984049,76.19047619047619,2.41
21:41:20.084905,78.94736842105263,2.41
21:41:20.185357,80.95238095238095,2.41
21:41:20.286501,70.0,2.41
21:41:20.389541,68.42105263157895,2.41
21:41:20.489849,72.72727272727273,2.41
21:41:20.590156,72.22222222222221,2.41
21:41:20.691499,76.19047619047619,2.41
21:41:20.791990,60.0,2.41
21:41:20.892549,66.66666666666667,2.41
21:41:20.993552,55.00000000000001,2.41
21:41:21.094542,75.0,2.41
21:41:21.194886,70.0,2.41
21:41:21.295412,57.89473684210527,2.41
21:41:21.396484,66.66666666666667,2.41
21:41:21.496858,80.0,2.41
21:41:21.597173,75.0,2.41
21:41:21.697903,52.38095238095239,2.41
21:41:21.798519,68.42105263157895,2.41
21:41:21.900546,70.0,2.41
21:41:22.000822,85.0,2.41
21:41:22.101110,70.0,2.41
21:41:22.201460,70.0,2.41
21:41:22.301819,85.0,2.41
21:41:22.402617,80.0,2.41
21:41:22.502987,66.66666666666667,2.37
21:41:22.604431,70.0,2.37
21:41:22.704769,75.0,2.37
21:41:22.805084,73.6842105263158,2.37
21:41:22.908449,75.0,2.37
21:41:23.008773,65.0,2.37
21:41:23.109130,60.0,2.37
21:41:23.209524,68.18181818181819,2.37
21:41:23.310440,65.0,2.37
21:41:23.412484,78.94736842105263,2.37
21:41:23.512839,70.0,2.37
21:41:23.613328,55.00000000000001,2.37
21:41:23.714516,70.0,2.37
21:41:23.814928,65.0,2.37
21:41:23.915660,65.0,2.37
21:41:24.016186,55.00000000000001,2.37
21:41:24.116498,75.0,2.37
21:41:24.216872,65.0,2.37
21:41:24.317294,73.6842105263158,2.37
21:41:24.419493,76.19047619047619,2.37
21:41:24.519789,85.0,2.37
21:41:24.620071,80.0,2.37
21:41:24.720442,78.94736842105263,2.37
21:41:24.823117,76.19047619047619,2.37
21:41:24.923648,70.0,2.37
21:41:25.024208,65.0,2.37
21:41:25.125583,77.27272727272727,2.37
21:41:25.225981,72.22222222222221,2.37
21:41:25.326541,66.66666666666667,2.37
21:41:25.426979,68.42105263157895,2.37
21:41:25.527455,80.0,2.37
21:41:25.627951,71.42857142857143,2.37
21:41:25.729518,75.0,2.37
21:41:25.829844,75.0,2.37
21:41:25.933176,71.42857142857143,2.37
21:41:26.033498,68.42105263157895,2.37
21:41:26.133821,85.71428571428572,2.37
21:41:26.234171,70.0,2.37
21:41:26.334472,75.0,2.37
21:41:26.435034,78.94736842105263,2.37
21:41:26.535502,70.0,2.37
21:41:26.635908,65.0,2.37
21:41:26.736267,70.0,2.37
21:41:26.838477,72.72727272727273,2.37
21:41:26.939041,65.0,2.37
21:41:27.039381,70.0,2.37
21:41:27.139737,68.42105263157895,2.37
21:41:27.240080,73.6842105263158,2.37
21:41:27.340463,66.66666666666667,2.37
21:41:27.440829,63.1578947368421,2.37
21:41:27.541432,71.42857142857143,2.26
21:41:27.642495,60.0,2.26
21:41:27.742851,75.0,2.26
21:41:27.843202,75.0,2.26
21:41:27.943573,63.1578947368421,2.26
21:41:28.043928,71.42857142857143,2.26
21:41:28.144559,68.42105263157895,2.26
21:41:28.245517,75.0,2.26
21:41:28.348416,75.0,2.26
21:41:28.448805,66.66666666666667,2.26
21:41:28.549475,70.0,2.26
21:41:28.650503,75.0,2.26
21:41:28.750867,78.94736842105263,2.26
21:41:28.851397,71.42857142857143,2.26
21:41:28.952472,80.95238095238095,2.26
21:41:29.052787,70.0,2.26
21:41:29.153139,84.21052631578947,2.26
21:41:29.253466,70.0,2.26
21:41:29.353824,85.0,2.26
21:41:29.454203,61.904761904761905,2.26
21:41:29.556631,71.42857142857143,2.26
21:41:29.657076,73.6842105263158,2.26
21:41:29.757519,57.14285714285714,2.26
21:41:29.858615,73.6842105263158,2.26
21:41:29.959148,70.0,2.26
21:41:30.059514,65.0,2.26
21:41:30.159950,63.1578947368421,2.26
21:41:30.263487,77.27272727272727,2.26
21:41:30.363812,78.94736842105263,2.26
21:41:30.464350,68.42105263157895,2.26
21:41:30.565480,71.42857142857143,2.26
21:41:30.665752,68.42105263157895,2.26
21:41:30.766139,85.71428571428572,2.26
21:41:30.866486,65.0,2.26
21:41:30.966785,75.0,2.26
21:41:31.067397,80.0,2.26
21:41:31.169026,73.6842105263158,2.26
21:41:31.269459,70.0,2.26
21:41:31.369783,76.19047619047619,2.26
21:41:31.470238,75.0,2.26
21:41:31.571498,70.0,2.26
21:41:31.671858,75.0,2.26
21:41:31.772372,65.0,2.26
21:41:31.872921,65.0,2.26
21:41:31.973342,70.0,2.26
21:41:32.075555,66.66666666666667,2.26
21:41:32.175849,65.0,2.26
21:41:32.276160,75.0,2.26
21:41:32.377560,66.66666666666667,2.26
21:41:32.477958,72.72727272727273,2.26
21:41:32.578370,70.0,2.08
21:41:32.680591,65.0,2.08
21:41:32.780950,71.42857142857143,2.08
21:41:32.881463,78.94736842105263,2.08
21:41:32.983551,66.66666666666667,2.08
21:41:33.083999,65.0,2.08
21:41:33.184410,68.42105263157895,2.08
21:41:33.284841,70.0,2.08
21:41:33.385325,76.19047619047619,2.08
21:41:33.487436,84.21052631578947,2.08
21:41:33.587783,95.23809523809523,2.08
21:41:33.688538,80.0,2.08
21:41:33.789714,68.42105263157895,2.08
21:41:33.890065,75.0,2.08
21:41:33.990445,90.47619047619048,2.08
21:41:34.091270,85.0,2.08
21:41:34.191668,73.6842105263158,2.08
21:41:34.292064,85.0,2.08
21:41:34.392506,73.6842105263158,2.08
21:41:34.494120,100.0,2.08
21:41:34.594493,81.81818181818181,2.08
21:41:34.695576,78.94736842105263,2.08
21:41:34.797874,90.47619047619048,2.08
21:41:34.898299,65.0,2.08
21:41:34.999492,75.0,2.08
21:41:35.099830,70.0,2.08
21:41:35.201727,76.19047619047619,2.08
21:41:35.302089,73.6842105263158,2.08
21:41:35.402416,70.0,2.08
21:41:35.502957,70.0,2.08
21:41:35.603396,90.0,2.08
21:41:35.704504,76.19047619047619,2.08
21:41:35.804851,70.0,2.08
21:41:35.911482,80.0,2.08
21:41:36.011773,68.18181818181819,2.08
21:41:36.112198,68.42105263157895,2.08
21:41:36.212722,60.0,2.08
21:41:36.313137,65.0,2.08
21:41:36.415611,70.0,2.08
21:41:36.516035,70.0,2.08
21:41:36.617493,71.42857142857143,2.08
21:41:36.719491,60.0,2.08
21:41:36.819807,75.0,2.08
21:41:36.920325,65.0,2.08
21:41:37.021475,66.66666666666667,2.08
21:41:37.121787,84.21052631578947,2.08
21:41:37.222070,71.42857142857143,2.08
21:41:37.322517,68.42105263157895,2.08
21:41:37.423557,84.21052631578947,2.08
21:41:37.523895,75.0,1.91
21:41:37.624210,84.21052631578947,1.91
21:41:37.725505,76.19047619047619,1.91
21:41:37.825871,80.0,1.91
21:41:37.926243,61.904761904761905,1.91
21:41:38.026585,84.21052631578947,1.91
21:41:38.127593,76.19047619047619,1.91
21:41:38.227990,73.6842105263158,1.91
21:41:38.328408,75.0,1.91
21:41:38.429610,80.0,1.91
21:41:38.530071,65.0,1.91
21:41:38.630499,70.0,1.91
21:41:38.730827,70.0,1.91
21:41:38.832594,65.0,1.91
21:41:38.932995,70.0,1.91
21:41:39.033377,78.94736842105263,1.91
21:41:39.133752,57.14285714285714,1.91
21:41:39.234353,70.0,1.91
21:41:39.335497,71.42857142857143,1.91
21:41:39.435904,68.42105263157895,1.91
21:41:39.536370,70.0,1.91
21:41:39.636743,61.904761904761905,1.91
21:41:39.737215,63.1578947368421,1.91
21:41:39.839558,71.42857142857143,1.91
21:41:39.940047,65.0,1.91
21:41:40.040411,68.42105263157895,1.91
21:41:40.140734,71.42857142857143,1.91
21:41:40.241072,65.0,1.91
21:41:40.341503,65.0,1.91
21:41:40.441841,68.42105263157895,1.91
21:41:40.542172,66.66666666666667,1.91
21:41:40.643372,71.42857142857143,1.91
21:41:40.744011,60.0,1.91
21:41:40.844409,60.0,1.91
21:41:40.946923,66.66666666666667,1.91
