time,pid,type,nice,success
09:49:39.163897,14486,LC,-5,1
09:49:39.163991,14483,LC,-5,1
09:49:39.164030,14484,LC,-5,1
09:49:39.164059,14485,LC,-5,1
09:50:19.176445,14486,BG,15,1
